DATE,CPALTT01CAM657N
2012-12-01,-0.574241181296144
2013-01-01,0.0825082508250764
2013-02-01,1.15416323165705
2013-03-01,0.162999185004084
2013-04-01,-0.162733930024419
2013-05-01,0.244498777506115
2013-06-01,0
2013-07-01,0.081300813008124
2013-08-01,0
2013-09-01,0.162469536961829
2013-10-01,-0.243309002433093
2013-11-01,0
2013-12-01,-0.243902439024393
2014-01-01,0.325998370008147
2014-02-01,0.812347684809101
2014-03-01,0.56406124093473
2014-04-01,0.320512820512817
2014-05-01,0.479233226837066
2014-06-01,0.0794912559618588
2014-07-01,-0.158856235107237
2014-08-01,0
2014-09-01,0.0795544948289519
2014-10-01,0.0794912559618588
2014-11-01,-0.397140587768081
2014-12-01,-0.717703349282284
2015-01-01,-0.160642570281133
2015-02-01,0.884955752212386
2015-03-01,0.717703349282284
2015-04-01,-0.0791765637371279
2015-05-01,0.554675118858974
2015-06-01,0.236406619385325
2015-07-01,0.078616352201252
2015-08-01,0.0
2015-09-01,-0.157109190887676
2015-10-01,0.0786782061369146
2015-11-01,-0.0786163522012724
2015-12-01,-0.472069236821386
2016-01-01,0.237154150197631
2016-02-01,0.236593059936891
2016-03-01,0.629425649095215
2016-04-01,0.312744331509009
2016-05-01,0.389711613406071
2016-06-01,0.232919254658368
2016-07-01,-0.154918667699446
2016-08-01,-0.155159038013973
2016-09-01,0.077700077700092
2016-10-01,0.232919254658368
2016-11-01,-0.387296669248636
2016-12-01,-0.155520995334359
2017-01-01,0.856697819314618
2017-02-01,0.154440154440163
2017-03-01,0.154202004626069
2017-04-01,0.384911470361808
2017-05-01,0.0766871165644115
2017-06-01,-0.0766283524904158
2017-07-01,0.0
2017-08-01,0.0766871165644115
2017-09-01,0.229885057471267
2017-10-01,0.0764525993883933
2017-11-01,0.305576776165008
2017-12-01,-0.380807311500392
2018-01-01,0.688073394495421
